Number,Spokesperson,Spokesperson.Attitude,Country,Knowledge.SD,Age.Group,Gender,Employment,City.size1,FAC.SCFM,Message.Sharing,Suport.SD,Current.Practice.SD,Future.Practice.SD,Num.Measures.SD,Age,Education,Household.Size,Settlement.Size,Concern.Situation,Concern.Others,Others.SD,Movement,Infection.percent,Subjective.Health,Satisfaction.Government,PH.vs.Economy,Religiosity,Q6.Self.Isolation,Q6.Quarantine.Zones,Q6.Closing.Borders,Q6.Meeting.Friends,Q6.Physical.Distance,Q6.Closing.Businesses,Q6.Public.Transportation,Q6.Canceling.Events,Q6.No.Workplace,Q6.Self.Isolation1,Q6.Quarantine.Zones1,Q6.Closing.Borders1,Q6.Meeting.Friends1,Q6.Physical.Distance1,Q6.Closing.Businesses1,Q6.Public.Transportation1,Q6.Canceling.Events1,Q6.No.Workplace1
108,Hanks,Like,US,Yes,Young,Female,Student,Town,0.933,5,7,7,7,9,18,3,3,3,6,7,3,1,1,4,4,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
109,Hanks,Like,US,Yes,Young,Female,Unemployed,Town,0.205,2,7,6,6,8,25,4,2.5,3,5,7,4,1,1,5,2,4,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
110,Hanks,Neutral,US,Yes,Mid-Age,Female,Unemployed,Town,0.391,1,7,6,7,7,35,6,3,3,6,6,2,1,1,3,3,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
111,Hanks,Like,US,Yes,Mid-Age,Male,Retired,Town,0.046,6,6,6,6,9,39,3,4,3,7,5,4,1,1,3,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
112,Hanks,NA,US,Yes,Old,Female,Retired,Town,0.82,7,7,7,7,8,73,3,3,3,7,7,5,4,1,4,5,2,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
113,Hanks,Like,US,Yes,Old,Male,Retired,Town,0.933,1,7,7,7,9,75,4,1,3,7,7,3,1,2,5,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
114,Hanks,Like,US,Yes,Old,Male,Retired,Town,-0.249,7,7,6,6,4,69,1,1,3,4,5,3,3,1,4,4,6,4,No,No,Yes,No,Yes,Yes,No,Yes,No,0,0,1,0,1,1,0,1,0
115,Hanks,Like,US,Yes,Old,Female,Retired,Town,0.82,7,7,7,7,8,69,4,1,3,5,7,5,2,1,4,4,5,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
116,Hanks,Like,US,Yes,Old,Female,Retired,Town,0.933,7,7,7,7,9,62,3,1,3,7,7,7,1,1,4,1,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
117,Hanks,NA,US,Yes,Old,Male,Employed,Town,-0.725,7,7,4,5,8,55,1,2,3,7,6,2,5,1,4,3,6,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
118,Hanks,Like,US,Yes,Old,Female,Employed,Town,0.634,1,7,7,6,9,55,3,3,3,7,6,4,1,3,3,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
119,Hanks,Like,US,Yes,Old,Male,Employed,Village,-3.663,1,7,1,1,1,59,3,2,1,1,1,4,7,1,5,7,7,1,No,No,No,No,No,No,No,No,Yes,0,0,0,0,0,0,0,0,1
120,Hanks,Like,US,Yes,Old,Male,Retired,Village,0.82,7,7,7,7,8,63,3,5,1,5,5,5,3,1,4,6,6,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
121,Hanks,Neutral,US,Yes,Young,Male,Employed,Village,-0.253,4,6,6,5,9,23,4,4,1,3,5,5,2,1,4,3,5,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
122,Hanks,Like,US,Yes,Young,Female,Unemployed,Village,0.479,7,7,7,7,5,29,5,9,1,7,7,3,2,1,3,7,7,1,Yes,No,No,Yes,Yes,Yes,No,Yes,No,1,0,0,1,1,1,0,1,0
123,Hanks,NA,US,Yes,Young,Female,Unemployed,Village,-1.48,3,4,6,5,3,18,3,5,1,4,4,3,3,1,2,4,5,4,Yes,No,Yes,No,Yes,No,No,No,No,1,0,1,0,1,0,0,0,0
124,Hanks,Dislike,US,Yes,Young,Male,Employed,Village,0.706,7,7,7,7,7,23,3,4,1,5,7,5,4,1,5,5,4,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
125,Hanks,Like,US,Yes,Young,Female,Employed,Village,0.634,4,7,7,6,9,30,4,4,1,6,6,3,7,2,4,2,2,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
126,Hanks,NA,US,Yes,Young,Male,Unemployed,Village,-0.483,1,4,7,5,9,23,4,2,1,7,7,3,1,4,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
127,Hanks,Like,US,Yes,Old,Male,Retired,Village,0.933,4,7,7,7,9,61,3,2,1,3,7,3,1,1,5,6,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
128,Hanks,Like,US,Yes,Mid-Age,Male,Employed,Village,-0.451,6,7,5,6,5,36,4,7,1,4,4,3,3,4,3,2,6,2,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1,0,1,1,1,0,0,1,0
129,Hanks,Neutral,US,Yes,Young,Female,Employed,Village,0.18,5,7,7,6,5,19,2,6,1,7,5,4,5,1,4,7,6,4,Yes,No,No,No,Yes,Yes,Yes,Yes,No,1,0,0,0,1,1,1,1,0
130,Hanks,Neutral,US,Yes,Young,Male,Employed,Village,0.319,4,7,6,6,9,31,5,1,1,5,5,4,3,8,5,3,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
131,Hanks,Neutral,US,Yes,Mid-Age,Female,Unemployed,Village,0.82,4,7,7,7,8,39,1,4,1,7,7,3,1,1,2,5,5,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
132,Hanks,Like,US,Yes,Old,Male,Retired,Village,0.319,7,7,6,6,9,69,4,2,1,7,7,3,2,3,3,2,1,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
133,Kardashian,Neutral,US,Yes,Young,Female,Employed,City,0.003,1,7,5,6,9,32,4,3,4,5,5,3,3,1,3,3,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
134,Kardashian,Neutral,US,Yes,Young,Female,Student,City,-2.595,1,4,4,3,4,20,4,2,4,1,1,5,3,2,3,1,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,0,1,1,0,1,0,0,1,0
135,Kardashian,Neutral,US,Yes,Young,Male,Employed,City,-5.298,1,1,1,1,1,29,1,1,4,1,1,5,7,6,3,3,4,1,No,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,0,0,0
136,Kardashian,Neutral,US,Yes,Young,Female,Employed,City,-2.137,4,5,4,4,3,21,1,6,4,5,7,4,6,3,4,7,5,7,Yes,No,No,No,Yes,No,No,Yes,No,1,0,0,0,1,0,0,1,0
137,Kardashian,Neutral,US,Yes,Old,Female,Employed,City,0.706,1,7,7,7,7,57,6,2,4,7,7,5,1,2,4,5,4,7,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
138,Kardashian,Dislike,US,Yes,Young,Female,Employed,City,-0.61,1,6,5,6,6,23,4,2,4,5,7,4,2,2,3,6,3,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1,0,1,0,1,1,1,1,0
139,Kardashian,Neutral,US,Yes,Young,Male,Employed,City,-0.022,1,7,6,6,6,32,6,1,4,7,7,6,1,1,5,3,1,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
140,Kardashian,Dislike,US,Yes,Young,Female,Employed,City,0.091,1,7,6,6,7,22,5,1,4,6,5,3,1,1,4,4,4,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
141,Kardashian,Like,US,Yes,Young,Female,Employed,City,0.933,4,7,7,7,9,28,4,3,4,7,7,3,1,2,3,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
142,Kardashian,Like,US,Yes,Old,Male,Unemployed,City,0.163,1,7,6,7,5,51,2,2,4,4,7,4,1,5,5,5,5,4,Yes,Yes,Yes,No,No,Yes,Yes,No,No,1,1,1,0,0,1,1,0,0
143,Kardashian,Like,US,Yes,Young,Male,Unemployed,City,0.933,7,7,7,7,9,20,2,4,4,7,7,7,1,1,5,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
144,Kardashian,Neutral,US,Yes,Old,Female,Employed,City,0.706,3,7,7,7,7,61,5,4,4,5,7,3,1,3,4,3,4,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,0,1,1,1,1,0
145,Kardashian,Neutral,US,Yes,Young,Male,Employed,City,0.933,4,7,7,7,9,22,3,3,4,7,7,4,1,3,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
146,Kardashian,Dislike,US,Yes,Young,Male,Unemployed,City,0.706,1,7,7,7,7,24,4,3,4,3,4,3,2,1,4,3,4,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
147,Kardashian,NA,US,Yes,Mid-Age,Female,Employed,City,-3.183,4,3,3,3,4,41,1,3,4,3,3,3,7,9,4,7,7,7,Yes,No,No,Yes,No,No,No,Yes,Yes,1,0,0,1,0,0,0,1,1
148,Kardashian,NA,US,Yes,Old,Male,Employed,City,-0.574,2,7,7,5,1,68,4,1,4,7,7,2,1,5,2,1,1,1,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
149,Kardashian,Neutral,US,Yes,Young,Female,Student,City,0.407,1,7,7,6,7,20,4,3,4,7,5,3,2,3,4,1,2,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
150,Kardashian,Dislike,US,Yes,Old,Female,Retired,City,0.933,3,7,7,7,9,55,3,5,4,7,7,3,7,7,4,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
151,Kardashian,Neutral,US,Yes,Old,Female,Unemployed,City,0.82,6,7,7,7,8,61,3,2,4,6,6,4,2,3,5,1,3,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
152,Kardashian,Neutral,US,Yes,Young,Female,Student,City,-0.136,1,7,6,6,5,29,6,1,4,7,7,4,5,4,5,1,1,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,0,0,0,1,1,0,1,1
153,Kardashian,Dislike,US,Yes,Young,Female,Student,City,0.933,3,7,7,7,9,18,3,3,4,7,7,4,1,2,5,5,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
154,Kardashian,Dislike,US,Yes,Young,Female,Unemployed,City,-0.295,1,6,6,6,6,31,5,4,4,6,6,4,1,6,4,1,4,7,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,1,1,1,1,1,0,0,1,0
155,Kardashian,Dislike,US,Yes,Old,Female,Employed,City,0.205,2,7,6,6,8,52,4,4,4,7,6,5,2,4,3,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
156,Kardashian,Dislike,US,Yes,Young,Female,Self-employed,City,-0.11,6,7,5,6,8,23,4,4,4,7,7,3,5,4,3,1,1,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
157,Kardashian,Neutral,US,Yes,Young,Female,Employed,City,-0.999,1,3,6,6,7,27,4,4,4,7,7,3,2,3,3,4,2,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
158,Kardashian,Neutral,US,Yes,Young,Female,Student,City,-0.022,1,7,6,6,6,22,5,3,4,4,5,6,2,3,4,6,2,1,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,1,0,1,0,1,1,0,1,1
159,Kardashian,Like,US,Yes,Mid-Age,Female,Unemployed,City,0.82,7,7,7,7,8,39,6,4,4,7,7,3,1,4,5,7,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
160,Kardashian,Neutral,US,Yes,Young,Female,Employed,City,0.592,4,7,7,7,6,18,3,2,4,7,7,3,3,1,5,7,7,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,1,1,1,1,1
161,Kardashian,Neutral,US,Yes,Old,Female,Employed,City,0.933,4,7,7,7,9,56,6,3,4,7,7,3,7,2,5,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
162,Kardashian,Neutral,US,Yes,Young,Female,Student,City,0.706,1,7,7,7,7,32,6,6,4,7,7,5,1,1,5,1,1,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
163,Kardashian,Neutral,US,Yes,Young,Female,Unemployed,City,0.933,7,7,7,7,9,22,3,3,4,7,7,1,4,4,1,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
164,Kardashian,Dislike,US,Yes,Young,Female,Unemployed,City,0.933,7,7,7,7,9,27,1,4,4,6,7,2,2,2,4,7,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
165,Kardashian,Dislike,US,Yes,Old,Female,Unemployed,City,0.933,1,7,7,7,9,63,1,2,4,7,7,4,1,1,3,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
166,Kardashian,Neutral,US,Yes,Young,Female,Unemployed,City,0.933,1,7,7,7,9,23,3,3,4,7,7,3,1,3,3,4,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
167,Kardashian,Like,US,Yes,Mid-Age,Female,Unemployed,Metropolitan,0.82,7,7,7,7,8,45,1,2,5,7,7,7,1,8,2,7,7,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1,1,1
168,Kardashian,Neutral,US,Yes,Mid-Age,Female,Employed,Metropolitan,-0.022,4,7,6,6,6,35,6,4,5,7,7,4,3,1,4,1,1,6,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
169,Kardashian,Dislike,US,Yes,Mid-Age,Female,Unemployed,Metropolitan,0.933,2,7,7,7,9,50,4,2,5,7,7,2,1,1,4,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
170,Kardashian,Dislike,US,Yes,Young,Male,Student,Metropolitan,0.504,1,7,6,7,8,22,4,2,5,7,7,3,6,1,4,3,1,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
171,Kardashian,Neutral,US,Yes,Mid-Age,Female,Employed,Metropolitan,0.391,1,7,6,7,7,39,6,1,5,6,7,4,5,1,3,2,1,7,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,1,0,1,1,0,1,1,1
172,Kardashian,Dislike,US,Yes,Young,Male,Employed,Metropolitan,-1.569,1,5,4,4,8,23,1,2,5,5,4,4,7,1,3,3,4,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
173,Kardashian,Neutral,US,Yes,Young,Female,Student,Metropolitan,0.547,1,6,7,7,8,28,5,2,5,6,6,4,1,3,4,1,2,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
174,Kardashian,Neutral,US,Yes,Mid-Age,Female,Employed,Metropolitan,0.592,1,7,7,7,6,50,4,2,5,6,5,5,3,1,5,2,2,7,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
175,Kardashian,NA,US,Yes,Mid-Age,Male,Employed,Metropolitan,-4.983,1,1,2,1,1,39,4,4,5,1,1,4,4,1,5,7,1,1,No,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,0,0,0
177,Kardashian,Dislike,US,Yes,Mid-Age,Male,Retired,Metropolitan,-0.249,1,7,6,6,4,47,2,1,5,6,6,4,7,2,4,2,1,1,Yes,No,No,No,Yes,Yes,No,Yes,No,1,0,0,0,1,1,0,1,0
178,Kardashian,Dislike,US,Yes,Young,Female,Employed,Metropolitan,0.504,1,7,6,7,8,30,6,1,5,6,6,3,1,3,3,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
179,Kardashian,NA,US,Yes,Mid-Age,Female,Employed,Metropolitan,-3.41,1,3,3,3,2,41,1,3,5,3,3,3,7,5,4,3,3,7,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,0,0,0,0,1
180,Kardashian,NA,US,Yes,Mid-Age,Female,Employed,Metropolitan,0.933,1,7,7,7,9,37,6,2,5,7,7,4,1,4,3,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
181,Kardashian,Dislike,US,Yes,Mid-Age,Female,Employed,Metropolitan,0.933,1,7,7,7,9,49,5,2,5,6,6,3,2,1,4,4,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
182,Kardashian,Neutral,US,Yes,Old,Female,Employed,Small Town,-0.507,1,7,6,4,7,54,4,2,2,7,7,2,5,3,2,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
183,Kardashian,Neutral,US,Yes,Young,Female,Employed,Small Town,0.303,3,7,5,7,9,23,2,2,2,7,7,2,7,1,3,5,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
184,Kardashian,NA,US,Yes,Mid-Age,Female,Employed,Small Town,0.277,1,7,6,7,6,37,5,2,2,6,7,4,7,1,4,1,2,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,1,1,0,0,1,1,0,1,1
185,Kardashian,Dislike,US,Yes,Mid-Age,Male,Self-employed,Small Town,0.933,1,7,7,7,9,41,4,1,2,7,7,3,1,1,3,1,5,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
186,Kardashian,NA,US,Yes,Mid-Age,Female,Employed,Small Town,0.933,1,7,7,7,9,43,4,2,2,7,7,4,1,1,4,4,3,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
187,Kardashian,NA,US,Yes,Old,Female,Employed,Small Town,0.661,1,6,7,7,9,54,6,4,2,7,6,4,1,3,4,2,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
188,Kardashian,Neutral,US,Yes,Old,Female,Employed,Small Town,0.205,1,7,6,6,8,53,4,2,2,6,7,4,2,1,4,3,4,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
189,Kardashian,Dislike,US,Yes,Young,Female,Self-employed,Small Town,0.933,1,7,7,7,9,25,2,3,2,5,5,2,2,1,4,3,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
190,Kardashian,Neutral,US,Yes,Young,Female,Employed,Small Town,0.319,5,7,6,6,9,31,6,6,2,6,7,4,3,3,3,5,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
191,Kardashian,NA,US,Yes,Young,Female,Employed,Small Town,-0.796,1,6,5,5,7,25,2,4,2,5,5,4,2,1,3,6,4,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,0,1,1,1,1,0
192,Kardashian,Neutral,US,Yes,Mid-Age,Female,Employed,Small Town,0.479,1,7,7,7,5,50,6,2,2,6,7,4,1,3,4,1,2,5,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,0,0,0,1,1,0,1,1
193,Kardashian,Neutral,US,Yes,Mid-Age,Male,Employed,Small Town,-0.34,1,5,6,6,8,42,1,5,2,6,7,4,3,2,2,7,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
194,Kardashian,Dislike,US,Yes,Mid-Age,Female,Employed,Small Town,0.82,1,7,7,7,8,45,6,5,2,5,7,3,2,1,4,7,7,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
195,Kardashian,Dislike,US,Yes,Mid-Age,Male,Employed,Small Town,0.091,3,7,6,6,7,48,3,2,2,7,7,3,5,9,4,2,1,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,1,0,0,1,1,1,1,1
196,Kardashian,NA,US,Yes,Young,Male,Student,Small Town,0.019,4,7,6,5,9,21,4,4,2,7,7,1,1,4,4,1,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
197,Kardashian,Dislike,US,Yes,Young,Male,Employed,Small Town,-1.708,4,5,5,4,4,27,3,4,2,4,4,3,7,2,4,5,4,5,Yes,No,Yes,No,Yes,Yes,No,No,No,1,0,1,0,1,1,0,0,0
198,Kardashian,Neutral,US,Yes,Mid-Age,Male,Employed,Small Town,-1.611,1,5,4,5,5,36,4,3,2,4,5,3,5,1,4,4,3,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,1,0,0,0,0,1,1,1,1
199,Kardashian,NA,US,Yes,Young,Female,Employed,Small Town,0.003,7,7,5,6,9,30,1,4,2,7,7,2,1,1,2,7,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
200,Kardashian,Neutral,US,Yes,Young,Female,Student,Small Town,0.205,1,7,6,6,8,31,4,2,2,7,7,4,1,4,4,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
201,Kardashian,NA,US,Yes,Old,Female,Retired,Small Town,0.82,7,7,7,7,8,62,4,2,2,7,7,3,1,2,4,6,5,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
202,Kardashian,Dislike,US,Yes,Old,Female,Retired,Small Town,0.706,1,7,7,7,7,66,6,2,2,7,7,5,1,4,5,1,2,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
203,Kardashian,Dislike,US,Yes,Young,Female,Employed,Small Town,-0.483,1,4,7,5,9,22,4,4,2,7,7,4,1,1,1,4,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
204,Kardashian,Dislike,US,Yes,Mid-Age,Female,Unemployed,Small Town,0.933,7,7,7,7,9,40,4,1,2,7,7,4,1,5,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
205,Kardashian,Neutral,US,Yes,Old,Male,Retired,Small Town,0.82,1,7,7,7,8,58,4,1,2,6,6,6,1,3,5,6,2,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
206,Kardashian,NA,US,Yes,Old,Male,Retired,Small Town,-0.59,1,7,6,6,1,77,4,2,2,5,7,3,1,1,4,7,7,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
207,Kardashian,Neutral,US,Yes,Young,Female,Employed,Small Town,0.933,1,7,7,7,9,24,5,4,2,7,4,3,1,4,2,3,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
208,Kardashian,Dislike,US,Yes,Young,Male,Student,Small Town,-1.61,1,4,5,6,2,19,4,3,2,5,6,4,4,2,5,1,3,2,Yes,No,No,No,No,No,No,Yes,No,1,0,0,0,0,0,0,1,0
209,Kardashian,NA,US,Yes,Mid-Age,Male,Employed,Small Town,-0.379,1,7,5,7,3,43,1,1,2,7,7,5,5,2,2,4,3,7,Yes,No,Yes,No,No,No,Yes,No,No,1,0,1,0,0,0,1,0,0
210,Kardashian,Neutral,US,Yes,Old,Male,Retired,Small Town,0.933,4,7,7,7,9,66,3,1,2,7,7,4,4,1,5,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
211,Kardashian,Neutral,US,Yes,Mid-Age,Female,Unemployed,Small Town,0.479,4,7,7,7,5,38,4,2,2,7,7,7,1,1,2,2,2,7,Yes,No,No,No,Yes,Yes,Yes,Yes,No,1,0,0,0,1,1,1,1,0
212,Kardashian,Dislike,US,Yes,Young,Female,Student,Small Town,0.82,1,7,7,7,8,24,5,4,2,4,5,5,3,2,5,5,2,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
213,Kardashian,Dislike,US,Yes,Young,Male,Unemployed,Small Town,-1.341,1,4,5,5,7,25,3,3,2,2,2,3,5,1,3,5,7,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
214,Kardashian,Neutral,US,Yes,Mid-Age,Female,Employed,Small Town,-0.523,4,7,5,5,7,47,4,4,2,7,7,2,5,4,2,2,1,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,0,1,1,1,1,0
216,Kardashian,Dislike,US,Yes,Young,Female,Employed,Town,0.82,1,7,7,7,8,24,6,7,3,6,7,4,1,1,5,5,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
217,Kardashian,Dislike,US,Yes,Young,Female,Employed,Town,-0.094,2,7,6,5,8,24,3,3,3,7,6,3,7,2,4,1,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
218,Kardashian,Neutral,US,Yes,Old,Female,Employed,Town,0.933,1,7,7,7,9,58,5,2,3,5,7,3,1,1,2,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
